atclNm,flrInfo,rentPrc,spc1,spc2,lat,lng,atclFetrDesc,toilet,station,parking
OR,1,32,23,19.8,37.481676,126.939054,봉천역5분 역세권 가성비원룸,0,1,0
OR,B1,37,23,19.8,37.481235,126.930519,신림역 도보6분 초역세권 가성비깔끔한방 채광굿,1,1,0
OR,2,37,23,19,37.475797,126.930957,"200,39,4신림역세권 쾌적한 풀옵션 원룸",0,0,1
OR,2,40,19,16.5,37.480194,126.931496,즉시입주 가능한 깔끔하고 가성비 최고 원룸이에요,0,1,0
OR,3,37,19,16.5,37.484522,126.927977,즉시입주 가능한 정말 깔끔한 원룸입니다.,0,1,0
OR,1,40,23,19.8,37.480154,126.93941,봉천역 도보7분 초역세권 화이트톤 리모델링 여성분워너비매물,1,1,0
OR,4,40,23,19.8,37.472224,126.941069,대학동 EV유 조용한분위기 깔끔한 방 가성비갑,1,0,1
OR,2,35,23,19.8,37.479831,126.945483,봉천역 도보9분 채광굿 혼자살기 좋은 깔끔한 매물,1,1,0
OR,1,35,19,16.5,37.479033,126.9301,서원역 역세권 깔끔한 풀옵션 원룸입니다.,0,1,0
OR,2,38,19,16.5,37.478827,126.926898,가성비좋은 서원역 깔끔원룸입니다,1,0,0
OR,1,26,16,13.22,37.480978,126.941605,2호선 봉천역 떴다 내가찾던 초역세권 최고급소재,0,1,0
OR,2,40,20,17,37.482979,126.933992,리모델링 깔끔 풀옵션 분리형원룸,0,0,0
OR,2,29,19,16.5,37.47824,126.930766,즉시입주가능한 서원역 초역세권 원룸입니다.,0,1,0
OPST,4,40,19,16.5,37.484914,126.926653,신림역 부근 깔끔한 원룸입니다.,0,1,0
OR,1,25,23,19.8,37.486464,126.925821,신림역 5번출구 도보 5분거리 깔끔하고 저렴한 가성비 원룸,1,0,0
OR,B1,35,23,19.8,37.480978,126.941605,봉천역 2번출구 도보 2분 초 역세권 깔끔한 화이트톤 원룸,0,1,1
OR,2,35,-,23.14,37.484941,126.952517,서울대입구역. 가성비 굿 풀옵션 원룸.,1,0,0
DDDGG,5,40,21,18.18,37.479931,126.942884,전입OK 초초역세권 오픈형 오피스텔 가격 실화 실매물,0,1,1
OR,5,40,26,19.83,37.485836,126.933104,사진有 역세권 저렴한 원룸,1,1,0
OR,3,31,19,19.8,37.469897,126.942209,신림선 초역세권 셔틀 가까운 깔끔한 원룸,1,0,1
OR,4,40,23,19.8,37.484684,126.937958,봉천역 4번출구 도보 5분거리 역세권 관리비없는 초가성비 깔끔한 원룸,0,1,1
OR,B1,30,26,19.83,37.486953,126.923925,사진有 도림천 인근 저렴한 반지하 원룸,1,0,1
OR,B1,40,23,20,37.480884,126.923928,화이트톤 깔끔 풀옵션 분리형원룸 수납공간 많아요,0,0,0
OR,2,30,23,19.8,37.471518,126.939225,풀옵션 가성비 깔끔한원룸,1,0,0
OR,3,30,23,19.8,37.469562,126.939408,대학동 역세권 깔끔한원룸,1,0,0
OR,2,40,23,23.1,37.472702,126.936261,도보5분 큰길가 역세권 채광좋은원룸,0,1,0
OR,2,30,19,16.5,37.472013,126.935388,지하철 도보3분 초역세권 원룸입니다.,0,1,0
OR,2,40,23,23.1,37.4696,126.935657,모든공과금포함 학원큰길가 역세권 매물입니다.,0,1,0
OR,5,30,23,23.1,37.471585,126.940165,엘베有 풀옵션 깔끔한 채광좋은원룸,1,0,1
OR,3,30,23,23.1,37.471585,126.940165,풀옵션 큰평수 학원인접 가성비원룸,1,0,1
OR,4,40,23,23.1,37.470125,126.940622,셔틀버스근처. 및 학원인접한 가성비원룸,1,0,0
OR,3,40,23,23.1,37.46962,126.935506,엘베有 풀옵션 대학동 역세권 매물,0,1,0
OR,2,40,23,23.1,37.472093,126.935268,채광좋은 초역세권 풀옵션 분리형 원룸,0,1,0
OR,2,35,19,17,37.482383,126.937475,리모델링 깔끔한 풀옵션원룸 남향 채광굿 깨끗해요,0,1,0
OR,B1,28,23,20,37.48257,126.934852,저렴하고 깔끔해요 풀옵션원룸 숲세권,0,0,1
OR,B1,32,18,18,37.481676,126.939054,"봉천역 도보3분, 신축급, 이사비지원",0,1,0
VL,1,40,50,38.16,37.488118,126.95383,서울대입구 도보 다세대개별등기 부분임대 풀옵션 큰방,0,0,0
OR,3,40,21,21,37.486225,126.952041,서울대입구역 풀옵션 가성비 좋은방,1,0,0
OR,1,40,19,18.18,37.484471,126.944829,"저렴하고 넓은 방, 봉천역 역세권 매물, 즉시입주가능, 꾸미고 싶은 방",0,1,0
OR,2,40,6,6,37.485519,126.927953,"신림역도보3분 신축분리형 치안,채광좋은 깔끔한방추천best",0,1,0
OR,B1,40,-,24.79,37.486029,126.953213,역세권 깔끔하고 넓은평수 깨끗하고 풀옵션 원룸 ,1,0,0
OR,2,37,23,16.5,37.484645,126.945811,채광굿 보증금조정가능 분리형 풀옵션  즉시입주가능  남향,0,0,0
OR,5,40,23,19.8,37.485927,126.936661,봉천역도보권 엘베O 가성비최고 채광좋은 깔끔한 원룸,1,0,1
OR,2,27,-,19.83,37.47925,126.953995,서울대입구 초역세초저렴월세방 놓치면후회 ,0,1,0
OR,1,32,19,16.5,37.478502,126.949527,설입 4번출구 대로변 1.5층 가성비 킹,1,0,0
OR,1,29,19,16.5,37.477959,126.949835,"서울대입근 인근, 풀옵션, 화이트톤",1,0,1
OR,1,30,19,16.5,37.477792,126.949741,"서울대입근 인근, 풀옵션, 신축",1,0,1
OR,4,30,29,23.14,37.484522,126.927977,공과금 올포함신림역이 금액 실화야,0,1,0
OR,4,30,26,19.83,37.484522,126.927977,신림역초역세권여성취향저격당일입주가능,0,1,0
OR,4,35,21,21.4,37.47823,126.95317,서울대생Pick 가성비최고 풀옵션 전세도가능 셔틀버스바로앞,0,1,0
OR,1,30,36,29.75,37.48096,126.932127,,1,0,0
OR,1,25,23,19.83,37.48374,126.931192,신림역1분침대가포함이라고,0,1,0
OR,1,30,-,19.83,37.476807,126.956924, 초역세 넓은방 가성비초비 특가 3,0,0,0
OR,B1,32,19,16.5,37.475347,126.95486,서울대입구와 샤로수길 인근 가성비 좋은 원룸,1,0,1
OR,4,40,19,16.5,37.484744,126.952908,"조용한 주택가, 가성비 좋은 서울대입구 원",1,1,0
OR,1,40,19,19.2,37.485961,126.931702,신림역원룸 저렴하고 가성비 좋은 착한원룸,0,1,0
OR,5,40,19,19.83,37.478668,126.940719,큰대로변 그레이톤 세련된 분리형 신축,0,0,1
OR,3,30,23,19.3,37.472083,126.941548,"저 보증금, 저 월세가성비 깔끔한 원룸5",0,0,1
OR,1,24,-,19.83,37.479012,126.95503,관악구 핫플 샤로수길에 깔끔 신축형 원룸 보러오세요,0,1,0
VL,1,40,26,23.14,37.479802,126.941599,봉천역 경사없는 풀옵션 이쁜원룸,0,1,1
OR,1,28,-,19.83,37.480562,126.930729,2호선 탁 트인 도림천 하늘과 맞닿는 단독 테라스,0,0,0
OR,4,37,23,23.2,37.485836,126.933104,대로변 역세권 가성비 너무좋은 원룸,0,1,0
OR,1,29,16,13.22,37.483037,126.951316,서울대입구역 도보4분 리얼 실매물 미쳤다 가성비 갑 빨리 오세요,1,1,0
OR,B1,15,23,19.83,37.483331,126.956186,봉천 역세권 저 보증 저 월세,0,1,0
OR,2,38,23,20.7,37.473087,126.940818,,0,0,1
OR,3,35,16,16.5,37.480897,126.939954,"봉천역 4분이내, 전세대출가능, 깔끔한인테리어 원룸, 보증금조정가능",0,1,0
OR,3,35,29,26.44,37.486836,126.925397,밤 하늘의 별을구경할수 있는 미친 방넓고 채광 좋고 깔끔하고 ,1,0,0
OR,2,30,16,16.52,37.485597,126.928802,찐역세권 l 컨디션굿 l 풀옵션 l 즉시입주,1,1,0
DDDGG,B1,40,18,18,37.484251,126.947638,"주거환경우수 교통편리봉천역8분, 가격아주우수",0,0,1
OR,1,25,29,23.14,37.48487,126.92603,신림역 제일큰방초역세권화이트톤,0,1,0
OR,4,25,23,19.84,37.482035,126.950744,서울대입구초역세권 방크기 위치 월세 실화,0,1,0
OR,1,30,29,23.14,37.487453,126.923947,신림역 분리형원룸여성취향저격,0,0,0
OR,1,30,19,16.5,37.474263,126.938506,"서벤역 역세권, 도림천 주변, 가성비 좋은 분리형 원룸",0,0,0
OR,1,33,19,16.53,37.48589,126.939083,역대급 세련된 신축 매물 2호선역세권 풀옵션,0,0,1
OR,5,40,26,23.14,37.469282,126.942587,실매물 선착순매물입니다.,0,1,0
OR,1,38,20,20.5,37.479693,126.940717,이런게 신축이지 압도적인 인테리어 마지막세대입니다,0,1,0
OR,3,40,23,19.84,37.468809,126.942723,실매물 서울대학교 근처 조용한동네,0,1,1
OR,2,32,19,5,37.469891,126.942319,"서울대 셔틀 도보 3분, 리모델링 완료",1,1,0
OR,2,40,19,18.1,37.468905,126.941102,대학동 설대셔틀 3분 위치 가성비 깔끔한 원룸,1,0,1
OR,4,32,19,5,37.469891,126.942319,"서울대 셔틀 도보 3분, 리모델링 완료, 학교인근",1,1,0
OR,2,36,19,16.5,37.4735,126.935885,"화이트톤, 풀옵션, 엘리베이터 o",1,1,0
OR,4,36,19,16.5,37.4735,126.935885,"화이트톤, 풀옵션, 엘리베이터 o",1,1,0
OR,4,32,19,5,37.469891,126.942319,"서울대 셔틀 도보 3분, 리모델링 완료, 학교인근.",1,1,0
OR,3,30,16,13.2,37.469733,126.940616,대학동 위치짱 역대급 가성비 풀옵션 원룸,1,0,1
OR,1,38,19,16.5,37.478827,126.926898,서원역 주변 가성비 좋은 원룸,1,0,0
OR,2,18,13,13.22,37.474801,126.938277,원룸 이렇게 싼 방은 어디에도 없다. 5분 지하철 1분 버정 1분 마트,1,0,0
OR,B1,24,19,16.53,37.472303,126.940072,가성비 최고. 가스요금 X,1,0,1
OPST,3,35,27,16.34,37.479796,126.94994,서울대입입구역6분 주차가능 내부깔끔한 가성비오피스텔,1,1,0
OR,1,29,23,20.22,37.488928,126.932303,더블역세권월세 전세 가능,0,0,1
OR,B1,27,19,16.53,37.472303,126.940072,가성비 최고. 가스요금 X,1,0,1
OR,4,30,-,9.45,37.47412,126.938173,채광맛집 오픈형 원룸,1,0,0
OR,2,40,17,17.2,37.478876,126.953945,서울대입구역2분여 초역세권 샤로수길 풀옵션원룸 월세 싼 방 화이트빌트인 ,0,1,0
OR,1,31,13,13.22,37.47548,126.938454,분리원룸 가격의 퀄리티를 자랑할 수 있는 방 1분 버정 5분 지하철,0,0,0
OR,2,26,16,14.88,37.478223,126.950259,2호선 설대입구역 초역세권 지상층원룸 가성비 미쳤다,0,1,0
OR,4,30,-,19.83,37.47823,126.95317,초가성비 풀옵션 서울대입구역 초역세권 귀한 전세대출매물,0,1,0
OR,3,31,23,19.84,37.485119,126.93837,큰창문 환기보장 통창원룸봉천역 초역세권,1,1,0
OR,4,8,-,19.83,37.478049,126.955554,엘베O 깔끔한 원룸 구경오세요 전입신고 및 확정일자 받을 수 있는 ,0,1,0
OR,3,30,19,19.84,37.486464,126.925821,신림역세권 화이트톤올리모델링 풀옵션 깔끔하고넓은방,1,0,0
OR,4,40,23,23.14,37.486799,126.928149,신림역도보3분 신축 고층 깔끔하고넓은분리형추천BEST,0,1,0
OR,4,40,19,16.5,37.480221,126.945115,설대입구 더블역세권 6분 풀옵션 가성비 원룸,1,1,0
OPST,3,40,20,10.34,37.486743,126.931677,신림역 초역세권 평지 가성비 좋은 원룸 월세 전입가능,1,1,1
OR,3,33,29,19.8,37.482817,126.949682,초가성비 초저렴 원룸,0,1,0
OR,B1,20,16,14.8,37.475744,126.955396,서울대입구역 저렴하고 햇빛 잘들어 오는 깔끔한 원룸,0,0,1
OR,5,31,13,13.22,37.468912,126.932786,원룸5층 엘베 여유로운 주차장을 겸비한 방 5분 지하철 30초 정류장,0,1,0
OR,2,34,-,19.83,37.483171,126.952123,서울대입구초역세 바로앞편의점 너무깔끔한 저렴한월세,0,1,0
OR,3,40,23,16.5,37.486225,126.952041,"서울대입구역 직장인,학생 가성비 좋아요",1,0,1
OR,B1,26,23,19.84,37.46917,126.936324,위치10000점편의시설완벽저렴깔끔분리형,0,1,0
OR,1,38,26,19.8,37.485276,126.925273,신축급 풀옵션 원룸 저렴한 월세.,0,1,0
OR,2,26,23,20.94,37.487613,126.933319,더블역세권넓은 방,1,0,0
OR,2,38,-,19.84,37.477875,126.949785,복층 로망 있는집 서울대 초역세 .조정가능. 신축급컨디션. 대로변,0,0,0
OR,1,37,23,19.84,37.480133,126.931794,,0,1,0
OR,2,36,-,21,37.477512,126.948814,서울대입구역.저보증.저월세.최고원룸.채광굳.완전큰방,1,0,0
OR,2,32,18,18.6,37.486088,126.954797,서울대입구역9분여 대로변 지상층 낮은 월세대비 넓은 원룸 엘베,0,0,1
OR,B1,35,26,13.2,37.480978,126.941605,봉천역 초역세권 도보3분 깔끔한 풀옵션 원룸,0,1,0
OR,3,37,29,19.8,37.479843,126.943633,초가성비 원룸입니다.,0,1,0
OR,4,37,26,14.8,37.479843,126.943633,풀옵션 원룸 가성비방 나왔습니다. 전기만 별도 엘베o 역 도보6분,0,1,0
OR,2,31,19,16.53,37.481756,126.923851,2호선 신림역 신축 원룸 ,0,0,1
OR,1,25,23,23.2,37.477539,126.949608,가성비 좋은 깔끔한 원룸,1,0,1
OR,1,40,111,13.22,37.479802,126.941599,2호선 봉천역 도보 5분 컨디션 좋은 원룸,0,1,0
DDDGG,1,35,33,33.06,37.474975,126.940704,투룸보증금 월세에 비해 너무 좋은 방이 나왔습니다 전화를 부르는 방,0,0,0
OR,3,39,19,16.53,37.483802,126.952322,서울대입구역 초역세권 도보 5분,1,1,0
OR,B1,20,26,19.83,37.489491,126.937297,"초특가원룸, 돈모으기에 딱좋은집, 실제높이 1층입니다",0,0,1
DDDGG,2,38,-,21.49,37.479515,126.9548,분리형원룸 서울대입구역세권 풀옵션 깔끔한집인디ㅏ,0,1,0
OR,4,38,19,16.5,37.472785,126.937073,서울대벤처타운역에서 5분거리 조용한 주택가의 원룸,1,1,0
DDDGG,B1,30,33,26.45,37.489491,126.937297,"즉시입주O 초특가투룸, 실제높이1층, 꿀매물",0,0,1
OR,1,35,19,16.53,37.479031,126.945237, 만족10000 가성비의 끝 ,0,0,0
OR,3,35,19,16.5,37.472086,126.938297,신림동 초등학교와 마트주변 가성비 좋은 원룸,1,0,1
OR,1,21,16,13.22,37.478561,126.950402,서울대입구역바로앞보시져,0,1,0
DDDGG,B1,30,29,23.14,37.476934,126.94589,"초특가매물, 신축급컨디션, 습하지않아요, 즉시입주가능",1,0,0
OR,2,36,19,16.5,37.471538,126.938126,서벤역6분 양창 채광맛집 화이트톤 갬성 원룸,1,1,0
OR,2,33,122,19.84,37.469734,126.935686,,1,1,0
OR,2,21,19,16.53,37.483712,126.942001,2호선 봉천역 초역세권 신축 ,0,1,0
OR,1,40,19,16.5,37.479033,126.9301,서림역 신림역 역세권 가성비 넘치는 풀옵션 원룸,0,1,0
OR,1,35,22,16,37.473402,126.937483,"사진有 서림동 저렴한 보증금, 월세 풀옵션 원룸",1,0,0
DDDGG,B1,30,30,30,37.483823,126.944428,"주거환경우수 교통편리봉천역5분, 가격아주좋음",0,1,0
DDDGG,B1,40,42,39.24,37.490831,126.941782,투룸 1층  공실 내부밝고 안주싼방  공간넓어요  보증금 50040 ,1,0,1
DDDGG,1,28,23,19.84,37.478306,126.950251,,0,1,0
DDDGG,B1,28,19,19.8,37.482553,126.937883,봉천역5분 내부깔끔한 가성비원룸,1,1,0
OR,4,34,19,18.1,37.470104,126.93654,,1,1,0
OR,3,36,23,19.8,37.47029,126.941283,셔틀버스 1분 화이트톤 깔끔깨끗 풀옵션 분리형 원룸,1,0,0
OR,5,26,19,16.5,37.469425,126.939642,셔틀버스5분 설대생Pick 풀옵션 가성비 원룸,1,0,1
OR,2,30,-,19.84,37.482237,126.93944, 풀옵션 분리형  2호선 초역세권  ,0,1,0
OR,2,24,26,19.8,37.469583,126.94219,zZ 대학동 가성비 넘치는 원룸 Zz,1,1,0
OR,3,30,19,19.83,37.484655,126.927671,찐역세권 l 깔끔한방 l 풀옵션 l 즉시입주,1,1,0
OR,2,40,36,23.76,37.480968,126.954842,zZ서울대입구역 도보 3분 가성비짱 큰 방 나왔어요옹Zz,0,1,0
OR,2,40,-,19.83,37.484005,126.949738,Y. 서울대입구 초역세 보증금조절가능 꿀매물 ,1,0,0
OR,5,38,19,19.84,37.48612,126.927172,신림 초역세권넓은 원룸채광좋은집,0,1,1
OR,1,40,-,19.83,37.485321,126.951042,보증금조절가능 분리형 풀옵션 컨디션좋은 풀옵션 원룸,1,0,0
OR,2,25,-,23.14,37.484569,126.952076,초저렴깔끔분리형원룸.지상층.서울대입구역세권.,0,0,0
OR,2,26,13,13.22,37.470258,126.94042,셔틀10초 가성비방,1,0,0
OR,1,36,-,16.52,37.469793,126.933498,서울대벤처타운역 5분거리00분리형 이쁜원룸,0,1,0
OR,2,30,-,16.52,37.469425,126.939642,"위치와 가격,방컨디션까지 세마리토끼를 다 잡았습니다. 오픈형원룸",1,0,0
OR,3,27,16,16.53,37.469601,126.941657,깔끔가성비,1,0,1
OR,5,35,19,19.83,37.469962,126.94062,서벤역근처.서울셔틀 .채광굿.화장실창문.분리형.엘베유.전기만별도,0,0,0
OR,B1,30,19,19.84,37.47225,126.940745,가성비최고중문.넓은방남서향 양창문저렴한보증금.,1,0,0
OR,3,39,19,19.84,37.469715,126.938335,슬기로운서울대.학원가인접.깔끔분리형.화이트톤.채광맛집.남향,0,0,1
OR,5,40,39,33.06,37.483777,126.932598,전망좋은집 초역세권에 2룸 빨리오세요,0,1,0
OR,B1,35,16,16.53,37.469581,126.936866,학생원츄.화이트톤리모델링.넓은화장실.깔끔함.큰길가.서벤역근처,0,1,0
OR,3,39,19,19.84,37.469715,126.938335," 화이트톤, 분리형, 녹두거리,서울대셔틀,학원가 ",1,0,0
OR,2,28,-,19.83,37.483802,126.952322,서울대입구역 대로변 근처 보증금 월세 둘다 부담 없는 집,0,1,0
OR,B1,38,18,16.53,37.485321,126.951042,서울대입구역 중앙동쪽으로 깔끔한 분리형원룸으로 채광이좋습니다,1,0,0
OR,3,40,26,23.14,37.485688,126.925878, 신축 빌트인 냉장고 분리형 ,0,1,0
OR,2,28,22,16.5,37.483881,126.95323,서울대입구역 역세권 가성비 너무좋은 원룸,1,1,0
OR,2,28,-,19.83,37.483802,126.952322,서울대입구역 대로변 근처 보증금 월세 둘다 부담 없는 집,0,1,0
OR,3,35,20,17,37.482383,126.937475,"최저가원룸 풀옵션 가성비 갑, 봉천역34분거리 2층 정남향 채광 굿",0,1,1
OR,1,23,19,17,37.486743,126.93674,봉천역 가성비 원룸 소액 보증금 월세 추천,1,0,0
OR,1,37,122,13.22,37.479447,126.931941,신림역 걸어서 8분으로 지하 아닌 1층 원룸,0,1,0
OR,2,35,19,16.5,37.482867,126.934334,신축급 깔끕한 방이에요. 와서보고 결정하세요,1,0,0
OR,2,35,-,19.83,37.477339,126.948017,서울대입구 역세권 조용한 주택가 가성비 깔끔한 풀옵션,1,0,0
OR,1,36,19,16.53,37.46967,126.933431,가성비 甲. 가스요금 X,0,1,0
OR,1,40,26,23.1,37.476218,126.95407,샤로수길 뒷편 치안좋고 조용한 주택단지 정말 넓은 원룸,0,0,0
OR,1,35,21,18,37.481129,126.926685,깔끔한 분리형 원룸이 나왔습니다,0,0,0
OR,B1,40,22,20,37.478431,126.948416,1.위치 컨디션 사이즈 다 좋은 월세,1,0,0
OR,1,35,19,16.5,37.478107,126.93753,,0,0,0
OR,3,33,19,16.5,37.469733,126.940616,풀옵션 진짜 깔끔하고 쾌적한 방입니다. 에이스매물이에요,1,0,0
OR,1,37,21,18,37.481667,126.933935,저렴하고 깔끔한 풀옵션원룸 조용한주택가,0,0,0
OR,2,40,19,19.83,37.483577,126.933034,,0,1,0
OR,1,30,23,23.14,37.482211,126.930913,공과금 모두 포함인 유일한 큰 집,0,1,0
OR,2,25,20,19.83,37.47872,126.949656,가성비 정말 좋은 원룸 나왔습니다,1,0,0
OR,3,38,23,19.8,37.469051,126.937195,"박종철거리 정 남향 채광, 깨끗하고 화장실 넓으며 관리비 저렴한 방",1,0,1
OR,1,40,23,19.8,37.481615,126.93132,신림역 2번출구 도보 7분거리 깔끔한 화이트톤 분리형 원룸,0,1,0
OR,2,27,-,21,37.46498,126.935621,001.5룸 최저가 깔끔한 풀옵션 00,1,0,0
OR,1,18,23,16.52,37.464359,126.940079,깔끔하고 이쁜방00 전입신고 가능한 풀옵션 원룸,0,0,0
OR,2,17,23,16.52,37.465392,126.935746,공과금 다포함 화이트톤 이쁜방,1,0,0
OR,2,19,23,16.52,37.465271,126.936556,초 저렴한 풀옵션원룸00놓치지 말고 서둘러오세요,1,0,0
OR,2,21,33,16.52,37.464919,126.935809,인기있는방00착한가격으로 모십니다,1,0,0
OR,2,37,26,19.8,37.46479,126.939758,리모델링 신축급 풀옵션 원룸,1,0,0
OR,3,30,23,19.8,37.465488,126.935446,이런 가격 정말 흔치 않습니다. 언덕별로없음,1,0,0
OR,3,23,33,16.52,37.465419,126.936664,착한가격으로 깔끔한 원룸 들어가세요,1,0,0
OR,3,30,23,19.8,37.465912,126.936503,풀옵션 가성비 좋은 방,1,0,0
OR,3,28,26,16.5,37.465779,126.939562,정말 저렴한 원룸,1,0,1
OR,3,20,26,16.5,37.465779,126.939562,정말 저렴한 원룸,1,0,1
OR,B1,28,26,18.1,37.467829,126.938683,저렴한 원룸,1,0,1
OR,3,24,33,19.83,37.465708,126.939449,깔끔하고 큰방입니다00서둘러 들어가세욧,1,0,0
OR,3,30,19,16.5,37.465104,126.936149,사진有  주차가능한 가성비 최고 원룸,1,0,0
OR,2,29,16,13.2,37.465104,126.936149,사진有  주차가능한 가성비 최고 원룸,1,0,0
OR,4,25,-,18,37.46498,126.935621,00깔끔하고 넓직한 분리형 풀옵션 00,0,0,0
OR,2,30,19,16.5,37.465104,126.936149,사진有  주차가능한 가성비 최고 원룸,1,0,0
OR,1,38,33,19.83,37.466111,126.937896,화이트톤 깔끔하고 큰방 화장실도 엄청커요,0,0,0
OR,4,25,16,14.8,37.46498,126.935621,"분리형최저가,지정주차가능",1,0,0
OR,2,38,16,16.5,37.468344,126.933618,신림선 역세권 조용한 주택가 풀옵션,1,0,1
OR,1,29,14,14.88,37.468413,126.934996,원룸100299 허위매물이 아닌 이유. 나만 가지고 있는 방,0,1,0
OR,3,34,16,16.53,37.468413,126.934996,옥탑 보증금과 월세 역세권 풀옵션 아무도 못 이긴다.,0,1,0
OR,3,35,16,13.22,37.4683,126.933788,신림동 고시촌 위치 좋고 깨끗하며 조용하고 쾌적한 예쁜 꽃집 원룸,1,0,0
OR,2,36,19,16.53,37.468198,126.938326,녹두거리. 보증금 조절 가능,1,0,1
OR,B1,30,21,21.49,37.468389,126.935852,슬기로운컨디션최상급.큰방.갓성비.학원가인접.조용한주택가.깔끔한집,1,0,1
OR,3,36,19,16.53,37.468012,126.938316,가스 요금 X. 난방 개별 조절 가능,1,0,1
OR,1,39,23,19.83,37.46864,126.938107,법 학원 인근. 치안 센터 인근. 녹두거리,1,0,0
OR,1,18,16,13,37.464713,126.936126,이쁜방 풀옵션 저렴한 원룸,1,0,0
OR,2,38,19,19.84,37.468344,126.933618,슬기로운윌비스.하우패스.채광맛집.깔끔분리형.인프라좋은.치안좋은,0,0,1
