atclNm,flrInfo,rentPrc,spc1,spc2,lat,lng,atclFetrDesc,toilet,station,parking
OR,3,30,16,16.53,37.468423,126.932516,윌비스.하우패스.대로위치.치안안전.엘베o.서벤타역5분.,1,1,0
OR,1,38,21,19,37.466462,126.93598,"저 보증금, 저 월세가성비 5진다잉",0,0,0
OR,B1,18,19,17.53,37.466713,126.937948,"저 보증금, 저 월세가성비 매물을 찾는다면 판다5",1,0,0
OR,4,30,16,16.5,37.468399,126.933829,원룸이만한 원룸은 없다 5분 지하철역 30초 편의점,0,0,1
OR,5,33,16,14,37.467664,126.933466,원룸 고시생을 위한 완벽한 방 5분 지하철 1분 편의점 1분 정류장,1,0,0
OR,5,38,13,13.22,37.467914,126.933193,원룸역세권과 조용함을 갖춘 방 5분 지하철 30초 편의점 30초 정류장,1,0,0
OR,5,30,161,16.53,37.468536,126.936163,최강가성비분리형원룸엘리베이터언덕x녹두거리번화가꿀매물재등장,0,0,0
OR,3,36,23,19.8,37.468251,126.940276,,1,0,1
OR,2,37,42,42.98,37.466039,126.936734,투룸방2개모두큰집가격 그 자체로 타협 가능,1,0,0
OR,2,25,83,13.22,37.465866,126.936653,,1,0,0
OR,2,40,-,14.31,37.46479,126.939758,,1,0,0
OR,3,38,23,19.8,37.468344,126.933618,서벤역 직장인 인기많은 풀옵션 가성비 분리형 원룸,1,0,0
OR,3,39,-,14.5,37.464393,126.936625,컨디션 최강 신축 분리형 원룸,0,0,0
OR,B1,32,23,19.83,37.468389,126.935852,,1,0,1
OR,2,25,89,16.53,37.465234,126.935693,,1,0,0
OR,2,26,19,16.52,37.465015,126.936386,관리 잘되는 풀옵션 저렴한원룸,0,0,1
OR,4,29,-,16.52,37.465104,126.936149,,1,0,0
OR,3,28,66,18,37.464878,126.939433,화이트톤 깔끔한 풀옵션 원룸입니다,1,0,0
OR,4,31,23,18,37.467069,126.939356,관리 잘되는 엘베있는 풀옵션 좋은방,1,0,1
OR,B1,28,78,13.22,37.467829,126.938683,"대학동 분리형 관리비포함 100,38이면 훌륭하죠 ",1,0,0
OR,3,32,19,18.1,37.468517,126.93901,채광좋은 남향 깔끔한 풀옵션 분리형 원룸,1,0,0
OR,2,27,81,16.53,37.466462,126.93598,,1,0,0
OR,3,25,44,16.53,37.465866,126.935857,최저보증월세넓은원룸채광좋은양창구조지상층풀옵션추천매물,1,0,1
OR,2,25,85,13.22,37.465866,126.935857,대학동 관리비 포함 월세30 원룸,1,0,0
OR,3,36,19,18.1,37.465647,126.936381,내부 깔끔한 넓고 큰 1.5룸 컨디션 좋은 풀옵션 방,1,0,0
OR,3,36,26,23.14,37.468503,126.935412,치안 센터 인근. 옥탑. 좋은 채광,1,0,1
OR,2,26,16,16.53,37.467537,126.938017,슬기로운리모델링.갓성비.채광맛집.깔끔한집.조용한주택가,1,0,1
OR,2,25,16,16.53,37.468252,126.938017,"위치 좋고,컨디션 좋은 리모델링 원룸",0,0,1
OR,5,23,20,16,37.465653,126.935091,가성비 끝판왕 풀옵션원룸,1,0,0
OR,2,31,33,18,37.465252,126.939148,깔끔하고 관리 잘되는 풀옵션 원룸 화장실이 커요,1,0,1
OR,2,12,19,15,37.464953,126.939388,싼방 찾으시는 분들 빨리 오세요,1,0,1
OR,2,22,-,23,37.468075,126.936417,위치 좋은원룸00공과금 올포함00관리비 외 추가되는금액 없음00,1,0,0
OR,3,29,23,19.8,37.468534,126.938704,분리형인데 이렇게 저렴해요. 빨리 잡는사람이 임자,0,0,0
OR,3,31,19,16.5,37.468452,126.936926,분리형 신축급 컨디션이에요. 보증금 월세도 너무 저렴해요.,1,0,0
OR,2,29,19,19.84,37.465104,126.936149,전기만별도 리모델링 화장실분리,0,0,1
OR,3,29,23,19.8,37.468534,126.938704,분리형인데 이렇게 저렴해요. 빨리 잡는사람이 임자,0,0,0
OR,2,35,23,19.8,37.468046,126.937335,,1,0,1
OR,5,35,23,19.8,37.467973,126.934143,올리모델링 첫입주 삼성드럼세탁기 화이트톤 깔끔하고 화장실 예쁜원룸,1,0,1
OR,4,33,23,19.8,37.468469,126.936747,"박종철거리 대학동 메인거리 보증금 더 낮게도 가능, 가성비 꿀 원룸",1,0,1
OR,1,37,86,19.84,37.467613,126.935188,,1,0,0
OR,2,30,99,18.18,37.466363,126.935178,,1,0,0
OR,2,29,26,13.2,37.465104,126.936149,분리형 원룸 가성비방 전기만 별도,0,0,0
OR,B1,26,128,13.2,37.465347,126.940242,월세저렴한방 리모델링 완료 분리형 풀옵션 원룸,0,0,0
OR,3,33,87,19.84,37.465699,126.9368,최저보증월세지상층풀옵션리모델링완료채광좋고포근한추천방,1,0,0
OR,4,40,26,16.5,37.468104,126.934336,역까지 도보 7분 깔끔한 컨디션 풀옵션 원룸,0,0,0
OR,2,38,23,19.83,37.466111,126.937896,,1,0,0
OR,2,34,26,15.8,37.465347,126.940242,리모델링 완료 분리형 풀옵션 원룸,0,0,0
OR,3,18,16,13.22,37.468029,126.932839,고시텔 가성비옵션 공부잘되는방  ,0,0,1
OR,3,25,89,16.53,37.465301,126.937,최저보증월세채광좋은원룸저렴한지상층풀옵션원룸,1,0,0
OR,1,35,23,19.8,37.467362,126.939651,,1,0,0
OR,4,30,-,18.18,37.46512,126.935652,서원역 도보 10분거리내 위치해있는 원룸입니다,1,0,0
OR,B1,28,98,13.22,37.465503,126.936852,대학동 초저렴 원룸입니다,1,0,0
OR,4,30,-,14,37.465215,126.936767,신림선 서울대벤처타운역 인근에 위치한 풀옵션의 깔끔한 원룸입니다.,1,0,0
OR,3,16,16,13.22,37.465503,126.936852,가성비 끝판왕 대학동세권 ,1,0,0
OR,2,35,-,19.83,37.466993,126.936794,녹두거리 저렴한 가성비 풀옵션 원룸,1,0,0
OR,4,21,13,12.23,37.464713,126.936126,가성비 끝판왕 대학동세권 ,0,0,1
OR,2,39,19,19.83,37.46685,126.935033,원룸아침부터 저녘까지 빛 들어오는 방 조용하고 풀옵션,1,0,0
OR,2,39,19,16.5,37.468525,126.939425,"관악산역, 서울대 셔틀 인근, 분리형 풀옵션",1,0,0
OR,3,32,19,16.5,37.46867,126.940105,"서울대학교 인근, 가성비 최강, 채광 맛",1,0,1
OR,2,29,23,13.2,37.465104,126.936149,,1,0,0
OR,2,33,16,16.53,37.468534,126.938704," 공과금전부포함, 채광좋고,풀옵션,녹두거리 ",1,0,1
OR,2,31,19,16.5,37.468189,126.93861,"녹두거리, 풀옵션, 엘리베이터 o",1,0,1
OR,5,35,23,19.8,37.468339,126.935341,zZ채광맛집 분리형원룸 대학동 서림동 가성비방 모여라Zz,0,0,0
OR,2,32,-,19.83,37.465866,126.935857,신림선 서울대벤처타운역 인근 풀옵션 넓은 원룸입니다,1,0,0
OR,2,39,14,14.88,37.468719,126.932914,원룸깔끔하고 조용한 공부하기 좋은 방 인근 7분 지하철 1분 편의점,0,1,0
OR,2,27,23,19.8,37.466386,126.937088,진짜 저렴한 큰원룸이에요. 직접보시고 결정하세요,1,0,0
OR,B1,30,18,18.18,37.466661,126.934599,슬기로운갓성비.큰방.깔끔한집.조용한주택.주차가능.전기만별도,1,0,1
OR,2,35,23,19.8,37.466386,126.937088,진짜 저렴한 분리형 큰원룸이에요. 직접보시고 결정하세요,0,0,0
OR,3,29,13,13.22,37.467399,126.933844,원룸저렴한 보증금 월세 풀옵션 주차가능 치안좋은 조용하고 안락한 방,1,0,0
OR,2,35,-,15,37.465653,126.935091,주택가 위치한 서울대생 추천 조용한 서울대 근처 원룸,1,0,0
OR,6,35,-,13.52,37.46522,126.936319,신림선 서울대벤처타운역 인근 위치한 풀옵션의 깔끔한 원룸입니다.,1,0,0
OR,5,32,21,21.4,37.468515,126.93916,신림선 역세권 화이트 인테리어 깔끔한 풀옵션,1,0,1
OR,2,20,83,13.22,37.465866,126.936653,최저보증월세공과금완전무료풀옵션조용한가성비원룸,1,0,0
OR,1,30,33,16,37.468572,126.93503,깔끔하고 이쁜방 풀옵션에 위치까지 좋아요,0,1,0
OR,5,27,19,19.8,37.467497,126.934464,신림선 역세권 가성비 좋은 풀옵션 원룸,1,0,1
OR,2,26,36,14.87,37.464762,126.935351,저렴한 가격으로 즉시입주 도와드립니다,1,0,0
OR,2,26,26,19,37.46872,126.937287,치안센터 근처 위치좋은 원룸입니다,1,0,1
OR,3,35,23,19.8,37.465252,126.939148,풀옵션 큰 원룸이에요. 엄청 저렴하고 넓은 방,1,0,1
DDDGG,2,40,19,19.83,37.467298,126.939044,"저보증금,올수리 깔끔한 분리형원룸.채광좋고 층수좋음 .각종편의시설근처",0,0,0
OR,2,30,19,16.5,37.467537,126.938017, 리모델링 완료  분리형 화이트톤 대학동에서 제일 깨끗한 집,0,0,0
OR,3,34,16,16.53,37.467748,126.933683,원룸이가격의 가성비 원룸 5분 지하철역 1분 편의점 1분 버스정류장,0,0,1
OR,3,31,14,14.88,37.467399,126.933844,원룸모든 조건이 다 있는 풀옵션 주차가능한 원룸 보증금 조절돼요,0,0,1
OR,2,23,20,16,37.465653,126.935091,가성비 끝판왕 풀옵션원룸,1,0,1
OR,4,25,43,16.53,37.46524,126.936661,,1,0,1
OR,3,33,20,16.53,37.465803,126.936858,,1,0,1
OR,3,32,23,19.8,37.468578,126.942235,셔틀버스 4분 서울대생Pick 화이트톤 깔끔하고 넓은 방,0,1,0
OR,2,30,16,14.88,37.46831,126.93555,풀옵션 끝판왕 서울대벤처역세권 ,0,0,1
VL,B1,33,84,23.14,37.46606,126.938551,초깔끔 남녀노소 인기너무좋은 원룸매물쾌적해요,1,0,0
OR,5,36,23,19.8,37.468189,126.93861,"녹두거리, 풀옵션, 엘리베이터 o",1,0,1
OR,5,40,70,26.45,37.467914,126.933193,최저보증월세신림선도보7분넓은원룸초역세권접근성좋은가성비매물,1,0,0
OR,1,35,-,15,37.465468,126.940154,샘말공원 인근 조용한 주택가 원룸 ,1,0,0
OR,5,32,23,19.8,37.468578,126.942235,대학동 화이트톤 넓은 베란다 있는 원룸,0,1,0
OR,2,37,19,16.5,37.468251,126.940276,"엘리베이터 있는 풀옵션, 관악산역 도보 6분, 서울대셔틀 인근",1,0,1
OR,3,33,17,16.53,37.468515,126.93916,"깨끗한집서울대앞,가격왕,남향",0,0,1
OR,3,31,16,16.53,37.468515,126.93916,"남향 채광, 냉장고분리형, 녹두거리, 리모델링.",0,0,1
OR,2,23,-,19,37.466481,126.935409,저렴하면서 이쁜 풀옵션 원룸,1,0,0
OR,3,29,16,15.87,37.468515,126.939285,"깨끗하고예쁜집탑층,남향,가격 좋은 집",0,0,1
OR,3,31,16,16.53,37.468515,126.93916,슬기로운서울대.프라임.베리타스.화이트분리형.남향,0,0,1
OR,3,40,-,18,37.466703,126.939788,신축급 분리형 풀옵션 선호도 좋은매물,0,0,0
OR,2,40,19,16.5,37.467596,126.934644,"녹두거리, 분리형, 풀옵션",1,0,0
OR,1,38,88,19.84,37.466344,126.938776,최저보증월세대학동 넓은 풀옵션 화이트톤리모델링OK,1,0,0
OR,2,35,80,18.18,37.467195,126.934559,,1,0,0
OR,2,34,123,16.53,37.468517,126.93901,최저보증월세넓은분리형원룸쏟아지는채광위치좋은추천원룸,1,0,0
OR,2,30,80,16.53,37.467195,126.934559,최저보증월세분리형원룸지상층풀옵션깔끔하고안전한원룸,1,0,0
OR,3,38,20,13.22,37.465803,126.936858,채광좋은 옥탑느낌의 원룸,1,0,1
OR,3,33,19,19.84,37.468517,126.93901,"가격좋은원룸위치,구조,채광 삼박자",0,0,1
OR,3,37,39,19.84,37.46727,126.937085,,1,0,1
OR,3,30,55,13.22,37.466363,126.935178,최저보증월세공과금전부포함지상층풀옵션공실없는매물,1,0,1
OR,3,23,59,13.22,37.466185,126.939823,전기빼고 관리비 다 포함한 월세가 28만원,1,0,1
OR,3,23,19,19.84,37.466705,126.939945,위치좋은 화이트톤 이쁜방,0,0,1
OR,4,36,16,16.53,37.46795,126.934303,가성비 최고쾌적한방화이트톤풀옵션,1,0,1
OR,5,35,19,19.83,37.466455,126.93474,북유럽풍 창문.탑층 끝방 미친뷰를 자랑하는 정말 조용한 분리형 원룸.,0,0,0
OR,2,32,19,16.53,37.467664,126.933466,"위치좋은,공과금없음,리모델링",0,0,1
OR,1,30,19,19.84,37.465186,126.935491,신축급분리형양창채광맛집,0,0,0
OR,2,26,16,16.53,37.46795,126.934303,가성비 최고일성투루엘 화이트톤풀옵션,1,0,1
OR,2,22,16,16.53,37.46498,126.935621,리모델링분리형갓성비,0,0,0
OR,6,15,16,16.4,37.465867,126.936653,가성비 저렴하고 위치도 좋은 착한원룸,0,0,1
OR,2,28,16,16.53,37.467801,126.933541,화이트톤 리모델링학원가 인접분리형,0,0,0
OR,3,32,19,19.84,37.46727,126.937085,위치좋은 분리형 깔끔한방,0,0,0
OR,2,25,16,16.53,37.465653,126.935091,공과금 없음 위치좋은 풀옵션,1,0,1
OR,2,25,21,18.2,37.465016,126.938789,공원버스정류장1분주차가능리모델링,0,0,1
OR,3,40,23,23.14,37.466455,126.93474,깔끔하고 정말 조용한 분리형 원룸.적은 보증금으로 가성비 끝판왕,0,0,0
OR,4,36,22,22.4,37.468476,126.932781,베란다 있는 신림선 역세권 풀옵션 분리형 원룸,0,1,0
OR,4,31,-,15,37.467641,126.938325,깔끔한 화이트톤 오픈형 풀옵션,1,0,0
OR,3,35,21,21.4,37.468476,126.932781,신림선 역세권 풀옵션 분리형 원룸,0,1,0
OR,4,30,-,15,37.466705,126.939945,깔끔한 오픈형 풀옵션 서두르세요,1,0,0
OR,3,31,-,18,37.465708,126.939449,큰방 찾으시분 어서 오세요,1,0,0
OR,2,25,16,16.5,37.465156,126.936532,신축급 일단눌러서 사진보세요,1,0,1
OR,5,31,16,16.5,37.468536,126.936163,메인거리 화이트톤 분리형 저렴합니다,1,0,0
OR,2,16,-,16.52,37.465867,126.936653,저렴한 풀옵션 원룸입니다,1,0,0
OR,4,40,16,13.22,37.467794,126.933125,신림선 역세권 풀옵션 화이트톤 햇살만땅,1,0,1
OR,3,35,16,13.22,37.467973,126.934143,리모델링 화이트톤 깔끔 신림선 가성비굿,1,0,1
OR,2,33,19,16.5,37.467664,126.933466,서벤역10분 고시생Pick 관리비 올포함 가성비 원룸,1,0,1
OR,3,40,19,19.83,37.46869,126.935057,,0,1,0
OR,3,31,19,18.1,37.468251,126.940452,설대생Pick 채광좋고 깔끔한 조용한 가성비 원룸,1,0,1
OR,1,35,16,13.22,37.467514,126.935016,가성비 올화이트톤 깔끔 ,1,0,1
OR,3,36,19,19.83,37.468534,126.938704,공과금 올포함,1,0,0
OR,3,36,26,16.5,37.468515,126.939285,리모델링 화이트톤 초가성비 매물,0,0,1
OR,2,38,19,19.84,37.467596,126.934644,슬기로운공시의방.깔끔한집.조용한주택.학원가인접.합격의방.남쪽,1,0,1
OR,2,39,19,19.84,37.468719,126.932914,슬기로운합격의방.행시.엘베o.깔끔분리형.깨끗한집.윌비스.베리타스,0,1,0
OR,1,36,23,23.14,37.465468,126.940154,양창문 어떤대,0,0,0
OR,2,38,119,13.22,37.468012,126.938316,방금나온 풀옵션 지상층 원룸,1,0,0
OR,3,30,19,16.5,37.468525,126.939425,"화이트톤, 편의시설 완비, 지상층",1,0,1
OR,2,40,22,18.7,37.468525,126.939425,저보증금 서울대 근방 가성비 넘버원 방 나왔어요,1,0,0
OR,3,39,87,13.22,37.464393,126.936625,주방분리형 풀옵션 원룸,1,0,0
OR,3,35,68,13.22,37.465804,126.936455,신축 풀옵션 찾으시는분에게 맞는 원룸,1,0,0
OR,2,38,19,16.5,37.467596,126.934644,"풀옵션, 유명법학원 인근, 분리형",1,0,0
OR,2,35,23,19.8,37.468251,126.940276,"분리형, 신축, 풀옵션, 채광 맛집",1,0,0
OR,B1,30,86,13.22,37.46831,126.93555,대학동 깔끔한 원룸을 구하신다면,1,0,0
OR,2,20,77,13.22,37.465215,126.936767,최저보증월세지상층풀옵션가스지원가성비of매물,1,0,0
OR,4,36,119,18.18,37.468012,126.938316,,1,0,0
OR,2,13,105,9.92,37.46773,126.934839,고시원보다저렴한방공과금모두포함지상층원룸위치좋고조용한공부방,1,0,0
OR,B1,29,102,23.14,37.465359,126.938888,,1,0,0
OR,1,32,115,16.53,37.465301,126.937,,1,0,0
OR,4,25,43,13.22,37.46524,126.936661,최저보증월세공과금전부지원풀옵션지상층TV까지옵션가성비대장매물,1,0,1
DDDGG,5,30,16,14,37.467664,126.933466,"남향코너건물,서울대밴처타운역도보8분,버정3분,학교옆조용하고쾌적한공간",1,0,0
OR,3,28,13,13.22,37.46474,126.939417,경차 주차가능 고시촌5515버스길,0,0,1
OR,3,35,-,20,37.466536,126.936581,깔끔하고 넓직한 분리형 꿀매물,0,0,0
OR,4,21,16,13.2,37.464762,126.936923,월세 저렴한 풀옵션원룸,1,0,0
OR,4,39,18,14.88,37.467794,126.933125,"올리모델링 화이트톤 단기, 반려동물, 주차 가능한 풀옵션 원룸",0,0,1
OR,2,38,21,18.18,37.468719,126.932914,"DY대양이 가장 좋아하는 화장실문, 냉장고 분리형 풀옵션 원룸",0,1,0
OR,2,36,29,26.45,37.466344,126.938776,붙어 있는방 아예 없는 1.5룸 화장실 크고 창 있는 레알 꿀매물 등장,0,0,1
OR,4,29,19,16.53,37.468012,126.938316,정남향 올리모델링 화이트톤 깔끔한 분리형 원룸,0,0,0
OR,B1,21,16,13.2,37.465104,126.936646,저렴한 풀옵션 원룸,1,0,0
OR,4,26,16,13.2,37.465104,126.936646,저렴한 풀옵션 원룸,1,0,0
OR,2,22,16,13.2,37.464674,126.936601,저보증 풀옵션 원룸,1,0,0
OR,B1,37,33,29.75,37.467069,126.939356,,0,0,1
OR,3,21,16,13.2,37.464762,126.936923,월세 저렴한 풀옵션원룸,1,0,0
OR,4,24,19,18.1,37.468578,126.942235,서울대생PICK 대학동 위치좋은 저렴한 가성비 풀옵션 원룸,0,1,0
OR,2,35,49,13.2,37.466386,126.937088,대학동 가성비방 풀옵션  전기만 별도,1,0,0
OR,2,28,19,16.5,37.465103,126.936646,대학동 올포함 저렴한 가성비 원룸,1,0,1
OR,4,30,19,16.53,37.468414,126.937307,풀옵션 정말 깔끔하고 위치 좋고 가격 좋은 풀옵션 원룸,0,0,1
OR,4,30,16,16.53,37.46667,126.937711,리모델링.풀옵션.깔끔한집.엘베있음.주차o.갓성비.서벤역,1,0,1
OR,B1,30,16,15,37.480099,126.957514,,0,1,0
OR,B1,30,16,15,37.475136,126.967362,즉시입주가능한 낙성대원룸 저렴합니다,0,1,0
OR,1,30,19,19.8,37.480511,126.95971,풀옵션 깔끔컨디션 가성비좋은매물 편의시설多 CCTV안전보안,1,0,0
OR,B1,20,18,16,37.477714,126.964336,초역세권 위치짱원룸 저렴합니다 즉시입주가,0,1,0
OR,1,29,17,15,37.480511,126.95971,서울대입구 역세권 사랑스런 금액,1,0,0
OR,2,35,16,16.5,37.472293,126.964928,가격 저렴한 낙성대역 원룸,1,0,1
OR,2,32,16,15,37.472487,126.967561,,1,0,0
OR,1,38,23,19.8,37.480511,126.95971,"낙성대역 도보11분 관포전기,가스별도 가성비깔끔매물 혼자살기좋은방",1,0,1
OR,4,35,18,15,37.472965,126.967816,신축급원룸 깔끔합니다 구경오세요,1,0,0
OR,2,30,16,16.2,37.48622,126.957593,,0,0,1
OR,2,30,19,19.8,37.480172,126.960083,역8분 준신축급 깔끔컨디션 편의시설多 주차가능 CCTV안전건물,0,0,1
OR,1,38,16,16.5,37.474069,126.967745,저보증금 낙성대역 원룸,0,1,0
OR,B1,25,16,14,37.477214,126.965795,낙성대저렴한방 저렴한가격 최선을 다하겠습니다.,0,1,0
OPST,5,40,23,23.1,37.475827,126.959313,역8분 오피스텔 평지 편의시설多 주차가능 엘베有 즉시입주가능,0,0,1
OR,2,37,19,16.5,37.478832,126.962472,낙성대역 초역세권 풀옵션 작지만 강하다,0,1,0
OR,2,25,23,19.8,37.479441,126.963216,낙성대역 가격대비 깔끔한방,0,1,0
OR,1,29,19,16.53,37.480511,126.95971,2호선 서울대입구역 역세권 신축급 풀옵션,1,0,0
OR,B1,30,16,14,37.477879,126.964436,낙성대 초역세권 원룸,0,1,0
OR,1,25,23,23.1,37.472506,126.970182,가성비좋은방 즉시입주OK 풀옵션 깔끔컨디션 융자NO 편의시설多,1,0,1
OR,2,30,23,19.8,37.473231,126.962911,,0,1,1
OR,4,40,16,16.5,37.472984,126.962479,베란다 있는 낙성대 원룸,1,1,0
OR,B1,25,18,15,37.478599,126.961013,,0,1,0
OR,1,38,23,19.8,37.474069,126.967745,낙성대역 1번출구 도보6 보증금 조절 가능한 저렴한 원룸,0,1,0
OR,2,35,-,16.5,37.475046,126.972077,사당역 도보10분. 가성비 굿. 깔끔한 원.,1,0,0
OR,1,40,-,19.83,37.481812,126.959634,y 서울대입구역 도보권 주방 분리형 원룸 y,0,0,0
OR,1,40,21,21.4,37.475136,126.967362,2호선 역세권 대로변 깔끔한 풀옵션 원룸,1,1,0
OR,4,40,16,15,37.478164,126.962412,낙성대초역세권 서울대생들도 좋은위치 저렴합니다.,0,1,0
OR,2,40,29,29.7,37.478868,126.964526,역3분 관리비포함 넓은방 전입신고가능 편의시설多 깔끔 즉시입주가능,0,1,0
OR,2,35,19,19.8,37.476779,126.965562,낙성대역 도보2분 준신축급 깔끔 편의시설多 역세권 즉시입주가능 풀옵션,0,1,0
OR,B1,35,16,16.5,37.47562,126.963748,지하철 가까운 낙성대 원룸,1,1,0
OR,1,30,19,19.8,37.475136,126.967362,낙성대역 도보4분 역세권 편의시설多 풀옵션 즉시입주가능 가성비좋은방,0,1,0
OR,1,38,13,13.22,37.480091,126.957214,L서울대입구역 도보권 가성비 극강 원룸,0,0,1
OR,6,30,19,19.8,37.474118,126.962361,낙성대역5분 전기만별도 가성비좋은방 주차가능 편의시설多 역세권위치,0,1,0
OR,B1,30,16,16.5,37.474456,126.968471,위치 좋은 낙성대 원룸,1,1,0
OR,B1,30,18,16,37.478717,126.963744,낙성대초역세권 화장실이 넓은 저렴한 가성비원룸,0,1,0
OR,B1,22,16,15,37.477596,126.96479,낙성대 초역세권원룸 즉시입주가능 맞겨만주세요,0,1,0
OR,2,35,13,13.22,37.475409,126.961138,L낙성대역 도보권 가성비 극강 원룸,0,1,1
OR,2,40,16,14.1,37.475634,126.97824,H 역세권 깔끔 풀옵션 원룸,1,1,0
OR,B1,40,24,23.2,37.481812,126.959634,가성비 너무 좋은 깔끔하고 넓은 분리형 원룸,0,0,0
OR,B1,30,16,16,37.479856,126.962739,,0,1,0
OR,2,18,26,23.14,37.48051,126.959427,,0,0,0
DDDGG,2,25,26,26.4,37.48999,126.957761,"옥탑방1.5룸구조  에어컨,냉장고,세탁기옵션 입주협의  내부깨끗",1,0,1
OR,1,30,26,23.1,37.475616,126.964569,,0,1,0
OR,6,32,23,19.83,37.473766,126.963268,낙성대역리모델링 화이트톤 원룸허위 zero,0,1,0
OR,2,33,23,19.84,37.480085,126.962756,낙성대역 초역세권 말이 필요없다. 선착순입니다,0,1,0
OR,1,32,33,33.05,37.473409,126.970737,낙성대역1.5룸 금액 실화 ,1,0,1
